task_id,intent_name,generator,seed,candidate_role,supplied_atoms,pstar_atoms,intended_atoms,incidental_atoms,C_atom,atom_status,S_supplied,S_star,delta_S_miss,ESS,candidate_floor_hit,oracle_floor_hit,gap_lower_bound,information_status,missing_atoms,marginal_json,nested_floor_violation
direction+curvature+bound:spline:1,direction+curvature+bound,spline,1,supplied,lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.3835657878071481,1.3862943611198906,0.002728573312742455,1404.4308321190804,0,0,0,informationally_complete,asymptote_to_0_from_above|curvature_convex|direction_decreasing,"{""asymptote_to_0_from_above"": 0.0009064672258938256, ""curvature_convex"": 5.1786410343312994e-05, ""direction_decreasing"": 0.0027155443201807294}",0
direction+curvature+bound:spline:1,direction+curvature+bound,spline,1,supplied,curvature_convex|direction_decreasing,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.2290599920141188,1.3862943611198906,0.15723436910577182,1404.4308321190804,0,0,0,informationally_incomplete,asymptote_to_0_from_above|lower_bound_0,"{""asymptote_to_0_from_above"": 0.15723436910577182, ""lower_bound_0"": 0.15723436910577182}",0
direction+curvature+bound:spline:1,direction+curvature+bound,spline,1,supplied,direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.3862813321273288,1.3862943611198906,1.3028992561725516e-05,1404.4308321190804,0,0,0,informationally_complete,asymptote_to_0_from_above|curvature_convex,"{""asymptote_to_0_from_above"": 1.3007014445065579e-05, ""curvature_convex"": 1.3028992561725516e-05}",0
direction+curvature+bound:spline:1,direction+curvature+bound,spline,1,supplied,curvature_convex|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.3836175742174914,1.3862943611198906,0.002676786902399142,1404.4308321190804,0,0,0,informationally_complete,asymptote_to_0_from_above|direction_decreasing,"{""asymptote_to_0_from_above"": 0.0008595541673321883, ""direction_decreasing"": 0.002676786902399142}",0
direction+curvature+bound:spline:1,direction+curvature+bound,spline,1,supplied,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.3862943611198906,1.3862943611198906,0.0,1404.4308321190804,0,0,0,informationally_complete,asymptote_to_0_from_above,"{""asymptote_to_0_from_above"": 0.0}",0
direction+curvature+bound:spline:1,direction+curvature+bound,spline,1,oracle_envelope,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,1,atom_complete,1.3862943611198906,1.3862943611198906,0.0,1404.4308321190804,0,0,0,oracle_reference,,{},0
direction+curvature+bound:spline:2,direction+curvature+bound,spline,2,supplied,direction_decreasing,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,0.30084250978441646,1.3862943611198906,1.085451851335474,725.6699056835351,0,0,0,informationally_incomplete,asymptote_to_0_from_above|curvature_convex|lower_bound_0,"{""asymptote_to_0_from_above"": 1.085451851335474, ""curvature_convex"": 1.0300708170439297, ""lower_bound_0"": 1.085451851335474}",0
direction+curvature+bound:spline:2,direction+curvature+bound,spline,2,supplied,curvature_convex,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.3201504756652207,1.3862943611198906,0.06614388545466987,725.6699056835351,0,0,0,informationally_complete,asymptote_to_0_from_above|direction_decreasing|lower_bound_0,"{""asymptote_to_0_from_above"": 0.06614388545466987, ""direction_decreasing"": 0.010762851163125475, ""lower_bound_0"": 0.06614388545466987}",0
direction+curvature+bound:spline:2,direction+curvature+bound,spline,2,supplied,lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.3862943611198906,1.3862943611198906,0.0,725.6699056835351,0,0,0,informationally_complete,asymptote_to_0_from_above|curvature_convex|direction_decreasing,"{""asymptote_to_0_from_above"": 0.0, ""curvature_convex"": 0.0, ""direction_decreasing"": 0.0}",0
direction+curvature+bound:spline:2,direction+curvature+bound,spline,2,supplied,curvature_convex|direction_decreasing,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.3309133268283462,1.3862943611198906,0.055381034291544395,725.6699056835351,0,0,0,informationally_complete,asymptote_to_0_from_above|lower_bound_0,"{""asymptote_to_0_from_above"": 0.055381034291544395, ""lower_bound_0"": 0.055381034291544395}",0
direction+curvature+bound:spline:2,direction+curvature+bound,spline,2,supplied,direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.3862943611198906,1.3862943611198906,0.0,725.6699056835351,0,0,0,informationally_complete,asymptote_to_0_from_above|curvature_convex,"{""asymptote_to_0_from_above"": 0.0, ""curvature_convex"": 0.0}",0
direction+curvature+bound:spline:2,direction+curvature+bound,spline,2,supplied,curvature_convex|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.3862943611198906,1.3862943611198906,0.0,725.6699056835351,0,0,0,informationally_complete,asymptote_to_0_from_above|direction_decreasing,"{""asymptote_to_0_from_above"": 0.0, ""direction_decreasing"": 0.0}",0
direction+curvature+bound:spline:2,direction+curvature+bound,spline,2,supplied,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.3862943611198906,1.3862943611198906,0.0,725.6699056835351,0,0,0,informationally_complete,asymptote_to_0_from_above,"{""asymptote_to_0_from_above"": 0.0}",0
direction+curvature+bound:spline:2,direction+curvature+bound,spline,2,oracle_envelope,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,1,atom_complete,1.3862943611198906,1.3862943611198906,0.0,725.6699056835351,0,0,0,oracle_reference,,{},0
direction+curvature+bound:spline:3,direction+curvature+bound,spline,3,supplied,direction_decreasing,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,0.9513415845175411,1.3592442398722653,0.40790265535472414,1124.2118189339155,0,0,0,informationally_incomplete,asymptote_to_0_from_above|curvature_convex|lower_bound_0,"{""asymptote_to_0_from_above"": 0.3371080320785521, ""curvature_convex"": 0.40568557157238094, ""lower_bound_0"": 0.06740600231943084}",0
direction+curvature+bound:spline:3,direction+curvature+bound,spline,3,supplied,curvature_convex,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.003430674725252,1.3592442398722653,0.35581356514701334,1124.2118189339155,0,0,0,informationally_incomplete,asymptote_to_0_from_above|direction_decreasing|lower_bound_0,"{""asymptote_to_0_from_above"": 0.2945967281829469, ""direction_decreasing"": 0.35359648136467015, ""lower_bound_0"": 0.0015564122315885331}",0
direction+curvature+bound:spline:3,direction+curvature+bound,spline,3,supplied,lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,0.3268980724964272,1.3592442398722653,1.032346167375838,1124.2118189339155,0,0,0,informationally_incomplete,asymptote_to_0_from_above|curvature_convex|direction_decreasing,"{""asymptote_to_0_from_above"": 0.7216246306226808, ""curvature_convex"": 0.6780890144604133, ""direction_decreasing"": 0.6918495143405448}",0
direction+curvature+bound:spline:3,direction+curvature+bound,spline,3,supplied,curvature_convex|direction_decreasing,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.357027156089922,1.3592442398722653,0.002217083782343199,1124.2118189339155,0,0,0,informationally_complete,asymptote_to_0_from_above|lower_bound_0,"{""asymptote_to_0_from_above"": 0.002217083782343199, ""lower_bound_0"": 0.0022170830767564986}",0
direction+curvature+bound:spline:3,direction+curvature+bound,spline,3,supplied,direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.018747586836972,1.3592442398722653,0.3404966530352933,1124.2118189339155,0,0,0,informationally_incomplete,asymptote_to_0_from_above|curvature_convex,"{""asymptote_to_0_from_above"": 0.2697020297591213, ""curvature_convex"": 0.3404966523297066}",0
direction+curvature+bound:spline:3,direction+curvature+bound,spline,3,supplied,curvature_convex|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.0049870869568405,1.3592442398722653,0.3542571529154248,1124.2118189339155,0,0,0,informationally_incomplete,asymptote_to_0_from_above|direction_decreasing,"{""asymptote_to_0_from_above"": 0.2930403159513584, ""direction_decreasing"": 0.3542571522098381}",0
direction+curvature+bound:spline:3,direction+curvature+bound,spline,3,supplied,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.3592442391666786,1.3592442398722653,7.055867001781735e-10,1124.2118189339155,0,0,0,informationally_complete,asymptote_to_0_from_above,"{""asymptote_to_0_from_above"": 7.055867001781735e-10}",0
direction+curvature+bound:spline:3,direction+curvature+bound,spline,3,oracle_envelope,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,1,atom_complete,1.3592442398722653,1.3592442398722653,0.0,1124.2118189339155,0,0,0,oracle_reference,,{},0
direction+curvature+bound:spline:4,direction+curvature+bound,spline,4,supplied,direction_decreasing,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,0.3663549132277714,1.3845740428447733,1.0182191296170018,1696.4327802957498,0,0,0,informationally_incomplete,asymptote_to_0_from_above|curvature_convex|lower_bound_0,"{""asymptote_to_0_from_above"": 0.9979266343124207, ""curvature_convex"": 0.843722138863078, ""lower_bound_0"": 0.9885677643628001}",0
direction+curvature+bound:spline:4,direction+curvature+bound,spline,4,supplied,curvature_convex,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.087885820459914,1.3845740428447733,0.29668822238485926,1696.4327802957498,0,0,0,informationally_incomplete,asymptote_to_0_from_above|direction_decreasing|lower_bound_0,"{""asymptote_to_0_from_above"": 0.2800019818958672, ""direction_decreasing"": 0.12219123163093548, ""lower_bound_0"": 0.26310929164251706}",0
direction+curvature+bound:spline:4,direction+curvature+bound,spline,4,supplied,lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.3030567495769185,1.3845740428447733,0.08151729326785473,1696.4327802957498,0,0,0,informationally_complete,asymptote_to_0_from_above|curvature_convex|direction_decreasing,"{""asymptote_to_0_from_above"": 0.03054259312457086, ""curvature_convex"": 0.047938362525512535, ""direction_decreasing"": 0.051865928013653084}",0
direction+curvature+bound:spline:4,direction+curvature+bound,spline,4,supplied,curvature_convex|direction_decreasing,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.2100770520908495,1.3845740428447733,0.17449699075392378,1696.4327802957498,0,0,0,informationally_incomplete,asymptote_to_0_from_above|lower_bound_0,"{""asymptote_to_0_from_above"": 0.17449699075392378, ""lower_bound_0"": 0.17449699075392378}",0
direction+curvature+bound:spline:4,direction+curvature+bound,spline,4,supplied,direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.3549226775905716,1.3845740428447733,0.029651365254201645,1696.4327802957498,0,0,0,informationally_complete,asymptote_to_0_from_above|curvature_convex,"{""asymptote_to_0_from_above"": 0.00935886994962054, ""curvature_convex"": 0.029651365254201645}",0
direction+curvature+bound:spline:4,direction+curvature+bound,spline,4,supplied,curvature_convex|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.350995112102431,1.3845740428447733,0.033578930742342195,1696.4327802957498,0,0,0,informationally_complete,asymptote_to_0_from_above|direction_decreasing,"{""asymptote_to_0_from_above"": 0.016892690253350162, ""direction_decreasing"": 0.033578930742342195}",0
direction+curvature+bound:spline:4,direction+curvature+bound,spline,4,supplied,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.3845740428447733,1.3845740428447733,0.0,1696.4327802957498,0,0,0,informationally_complete,asymptote_to_0_from_above,"{""asymptote_to_0_from_above"": 0.0}",0
direction+curvature+bound:spline:4,direction+curvature+bound,spline,4,oracle_envelope,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,1,atom_complete,1.3845740428447733,1.3845740428447733,0.0,1696.4327802957498,0,0,0,oracle_reference,,{},0
direction+curvature+bound:spline:5,direction+curvature+bound,spline,5,supplied,direction_decreasing,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,0.2876820726111471,1.3862943611198906,1.0986122885087435,17.28339750855571,0,0,0,measurement_unresolved,asymptote_to_0_from_above|curvature_convex|lower_bound_0,"{""asymptote_to_0_from_above"": 1.0986122885087435, ""curvature_convex"": 1.0983786018634056, ""lower_bound_0"": 1.0986122885087435}",0
direction+curvature+bound:spline:5,direction+curvature+bound,spline,5,supplied,curvature_convex,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.386060673996566,1.3862943611198906,0.00023368712332461072,17.28339750855571,0,0,0,measurement_unresolved,asymptote_to_0_from_above|direction_decreasing|lower_bound_0,"{""asymptote_to_0_from_above"": 0.00023368712332461072, ""direction_decreasing"": 4.779867612825228e-10, ""lower_bound_0"": 0.00023368712332461072}",0
direction+curvature+bound:spline:5,direction+curvature+bound,spline,5,supplied,lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.3862943611198906,1.3862943611198906,0.0,17.28339750855571,0,0,0,measurement_unresolved,asymptote_to_0_from_above|curvature_convex|direction_decreasing,"{""asymptote_to_0_from_above"": 0.0, ""curvature_convex"": 0.0, ""direction_decreasing"": 0.0}",0
direction+curvature+bound:spline:5,direction+curvature+bound,spline,5,supplied,curvature_convex|direction_decreasing,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.3860606744745527,1.3862943611198906,0.00023368664533784944,17.28339750855571,0,0,0,measurement_unresolved,asymptote_to_0_from_above|lower_bound_0,"{""asymptote_to_0_from_above"": 0.00023368664533784944, ""lower_bound_0"": 0.00023368664533784944}",0
direction+curvature+bound:spline:5,direction+curvature+bound,spline,5,supplied,direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.3862943611198906,1.3862943611198906,0.0,17.28339750855571,0,0,0,measurement_unresolved,asymptote_to_0_from_above|curvature_convex,"{""asymptote_to_0_from_above"": 0.0, ""curvature_convex"": 0.0}",0
direction+curvature+bound:spline:5,direction+curvature+bound,spline,5,supplied,curvature_convex|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.3862943611198906,1.3862943611198906,0.0,17.28339750855571,0,0,0,measurement_unresolved,asymptote_to_0_from_above|direction_decreasing,"{""asymptote_to_0_from_above"": 0.0, ""direction_decreasing"": 0.0}",0
direction+curvature+bound:spline:5,direction+curvature+bound,spline,5,supplied,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.3862943611198906,1.3862943611198906,0.0,17.28339750855571,0,0,0,measurement_unresolved,asymptote_to_0_from_above,"{""asymptote_to_0_from_above"": 0.0}",0
direction+curvature+bound:spline:5,direction+curvature+bound,spline,5,oracle_envelope,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,1,atom_complete,1.3862943611198906,1.3862943611198906,0.0,17.28339750855571,0,0,0,oracle_reference,,{},0
direction+curvature+bound:spline:6,direction+curvature+bound,spline,6,supplied,direction_decreasing,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,0.28768431954059276,1.3862943611198906,1.0986100415792979,13.819830623809116,0,0,0,measurement_unresolved,asymptote_to_0_from_above|curvature_convex|lower_bound_0,"{""asymptote_to_0_from_above"": 1.0986100415792979, ""curvature_convex"": 1.097514288222716, ""lower_bound_0"": 1.0986100415792979}",0
direction+curvature+bound:spline:6,direction+curvature+bound,spline,6,supplied,curvature_convex,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.3851976463284699,1.3862943611198906,0.0010967147914207054,13.819830623809116,0,0,0,measurement_unresolved,asymptote_to_0_from_above|direction_decreasing|lower_bound_0,"{""asymptote_to_0_from_above"": 0.0010967147914207054, ""direction_decreasing"": 9.614348388531369e-07, ""lower_bound_0"": 0.0010967147914207054}",0
direction+curvature+bound:spline:6,direction+curvature+bound,spline,6,supplied,lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.3862943611198906,1.3862943611198906,0.0,13.819830623809116,0,0,0,measurement_unresolved,asymptote_to_0_from_above|curvature_convex|direction_decreasing,"{""asymptote_to_0_from_above"": 0.0, ""curvature_convex"": 0.0, ""direction_decreasing"": 0.0}",0
direction+curvature+bound:spline:6,direction+curvature+bound,spline,6,supplied,curvature_convex|direction_decreasing,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.3851986077633087,1.3862943611198906,0.0010957533565818522,13.819830623809116,0,0,0,measurement_unresolved,asymptote_to_0_from_above|lower_bound_0,"{""asymptote_to_0_from_above"": 0.0010957533565818522, ""lower_bound_0"": 0.0010957533565818522}",0
direction+curvature+bound:spline:6,direction+curvature+bound,spline,6,supplied,direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.3862943611198906,1.3862943611198906,0.0,13.819830623809116,0,0,0,measurement_unresolved,asymptote_to_0_from_above|curvature_convex,"{""asymptote_to_0_from_above"": 0.0, ""curvature_convex"": 0.0}",0
direction+curvature+bound:spline:6,direction+curvature+bound,spline,6,supplied,curvature_convex|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.3862943611198906,1.3862943611198906,0.0,13.819830623809116,0,0,0,measurement_unresolved,asymptote_to_0_from_above|direction_decreasing,"{""asymptote_to_0_from_above"": 0.0, ""direction_decreasing"": 0.0}",0
direction+curvature+bound:spline:6,direction+curvature+bound,spline,6,supplied,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.3862943611198906,1.3862943611198906,0.0,13.819830623809116,0,0,0,measurement_unresolved,asymptote_to_0_from_above,"{""asymptote_to_0_from_above"": 0.0}",0
